5.000000000000000000e-01,1.187390554437806403e-02,7.697079626065187440e-03,1.292456137868509131e-02,1.308363943209394850e-02,1.567039676423649663e-02,8.708473949160407818e-03,2.202161181637000281e-02,1.916063474505275838e-02,1.916557630515094979e-02,1.101315979303034084e-02,2.506714908233420580e-02,2.553783374200153597e-02,6.269781242691793190e-03,6.371418541926117049e-03,2.663853902042819660e-03,2.335193145589374228e-02,4.954066399044445082e-03,5.171631249409888026e-03,1.409445526949001069e-02,1.567039676423649663e-02,9.794448186076484819e-03,1.404757739476760955e-02,2.621913147785292705e-03,7.843276977757714791e-03,2.938722111800648115e-03,4.733696088160958479e-03,1.184095551415668968e-02,3.110254709521150830e-03,2.445712941499968759e-03,3.410983064392592631e-03,4.652780595348618951e-03,2.896763041983789824e-03,5.733613996260707862e-03,2.378925862539166269e-02,1.131332116711683891e-02,1.008262978707801655e-02,1.285270825847043691e-02,8.980391344053817448e-03,3.002564525722673829e-03,3.569424799106680861e-03,3.063225296572348426e-03,7.190362945660717757e-03,2.852347124537936256e-03,7.341148480541520235e-03,1.513924153175254944e-02,8.799755977751837210e-03,5.521774833122421872e-03,2.970051667571583544e-03,6.828263030638631603e-03,3.591968531368295355e-03,1.425139866488070797e-02,5.721366623998773090e-03,7.087683899345035080e-03
1.187390554437806403e-02,5.000000000000000000e-01,1.033846131490608403e-02,1.615221692212660126e-02,1.442184669286168675e-02,9.170906866403266341e-03,1.817284957292941705e-02,1.024677438640868299e-02,1.624380713365632459e-02,1.036375052355138424e-02,2.504835819136755348e-02,1.003120147312265217e-02,1.002918918001642623e-02,7.730398167988537447e-03,1.306603692651562600e-02,3.657329008688939721e-03,1.061632015116435214e-02,1.065011002006349683e-02,4.802978374098649909e-03,1.561706910445715552e-02,9.170906866403266341e-03,2.293385593465455813e-02,1.370760617233294544e-02,4.056273282143554176e-03,9.135522978040254774e-03,5.886228478843376702e-03,5.280137744920008341e-03,1.709780260262353663e-02,4.603076480666570998e-03,4.153570017534619248e-03,6.487012839658293749e-03,1.163520982149897180e-02,3.903237613605668385e-03,5.582160034042096472e-03,9.478345485318225710e-03,2.088292720417998793e-02,2.657022022274118517e-02,1.411665559756014252e-02,1.565479976363893383e-02,5.522561647404597429e-03,1.055889592089432130e-02,4.207575390056912841e-03,1.548583228657826258e-02,3.269737762132127797e-03,6.912042181231002613e-03,1.947984245885883009e-02,1.579278639621012684e-02,1.056621051871622571e-02,7.807913849045702327e-03,1.208825901353686658e-02,1.141939610894885174e-02,1.305699244171707601e-02,7.482435982656483048e-03,6.250545610331659924e-03
7.697079626065187440e-03,1.033846131490608403e-02,5.000000000000000000e-01,1.147864009699098818e-02,1.145241531233132104e-02,6.532906179072988859e-03,2.081295134587793361e-02,6.822560908367220067e-03,9.827230744614598446e-03,1.037499482569587822e-02,1.365409879137613469e-02,6.859271671551170693e-03,6.825591985210089502e-03,4.620436823638690571e-03,6.777174083704138631e-03,2.834036055347952630e-03,7.624847245091504085e-03,2.261099026167649739e-02,3.125124282377456011e-03,1.152085987232117498e-02,6.532906179072988859e-03,9.213709583224264504e-03,1.231712128413256502e-02,6.874260895839093971e-03,2.624126247339563997e-02,3.625948685403333413e-03,8.960700639852140284e-03,1.329544682891624884e-02,5.106809281999260229e-03,3.662076978049986706e-03,5.771653281826546328e-03,6.180619244868035614e-03,5.982467988056464764e-03,5.844284809805587108e-03,6.930773411005279605e-03,1.300227149128485929e-02,9.202892360013266437e-03,1.450551052898993790e-02,1.659222750714791500e-02,4.489725061484563066e-03,4.794908262572433917e-03,9.047452783957894359e-03,7.936528459732196741e-03,5.251962420152092581e-03,1.773658517827413766e-02,9.922039522257501687e-03,1.282733197607221001e-02,5.726692306163985030e-03,5.387514465646829620e-03,7.507060853330473418e-03,1.036081249275704746e-02,1.305733530068284992e-02,2.193283543977404132e-02,1.253312416878982205e-02
1.292456137868509131e-02,1.615221692212660126e-02,1.147864009699098818e-02,5.000000000000000000e-01,1.616472114581738936e-02,9.258536713978755828e-03,1.133780626730478830e-02,1.206479364041888533e-02,1.596747880316404244e-02,1.064916299932525470e-02,1.784793706664329627e-02,1.122398780424697581e-02,1.120568488846702612e-02,6.704891978213136511e-03,1.051656494632992496e-02,3.578881351679745991e-03,1.112636142236896053e-02,7.290281061267812890e-03,3.756421878167664694e-03,3.562069468194006133e-02,9.258536713978755828e-03,1.335315690923892518e-02,1.229383872862233051e-02,3.911158199405295743e-03,1.091659037352745755e-02,8.461727095261876996e-03,6.836684761817386075e-03,1.593887195253756994e-02,6.842005484282907141e-03,4.152933976479482488e-03,5.637131783877702418e-03,8.979106358755404443e-03,3.450044268080404864e-03,6.080038451503642048e-03,1.117306597933106008e-02,1.717236348012276398e-02,1.469607944551747265e-02,1.711508102241910551e-02,1.439239349947787905e-02,1.152855030260624067e-02,8.660113945510932235e-03,1.206625925775455313e-02,1.625738453703815672e-02,3.642927560887035399e-03,7.590706661136210898e-03,1.601961507046747654e-02,1.332111670296980480e-02,9.467413728626070113e-03,5.236410918815587352e-03,9.868236098864172773e-03,5.284301016142283619e-03,1.668644369151143364e-02,6.586833312442065547e-03,7.722579931845647769e-03
1.308363943209394850e-02,1.442184669286168675e-02,1.145241531233132104e-02,1.616472114581738936e-02,5.000000000000000000e-01,7.298349070309447482e-03,1.027934321125870479e-02,1.223696174627891126e-02,1.442313208251651963e-02,1.356620441648684339e-02,1.391656406844747618e-02,1.156608266658429654e-02,1.156572944010235762e-02,9.822387259974715498e-03,1.544122981813344890e-02,2.756196117587876755e-03,1.159284179192455501e-02,6.393949710817631651e-03,3.261170333205702480e-03,1.925644546759584796e-02,7.298349070309447482e-03,1.364327282995991819e-02,1.438615566616954257e-02,2.941636994340481558e-03,1.094515267678290021e-02,3.290297182646272425e-03,5.918068539284645005e-03,1.336371683477909425e-02,3.401703765734611848e-03,3.117111373213269851e-03,4.183414722662362126e-03,1.296611152098066724e-02,2.883297838115249020e-03,4.958792923746834294e-03,1.210383071445843284e-02,1.389920925156063261e-02,1.288160803416956053e-02,1.570443081956983053e-02,1.319637065780796502e-02,3.555880300473991586e-03,6.928772438409139429e-03,3.631736968332253783e-03,1.191022410380387572e-02,2.911303016679231848e-03,7.641254318471950302e-03,1.580357625486542364e-02,1.252728442863458927e-02,1.448214569610312488e-02,3.797193859297488122e-03,1.579090329109356788e-02,5.049644014701834202e-03,1.461842335034156323e-02,7.535731437205644458e-03,8.252316888036952125e-03
1.567039676423649663e-02,9.170906866403266341e-03,6.532906179072988859e-03,9.258536713978755828e-03,7.298349070309447482e-03,5.000000000000000000e-01,6.413061604002410869e-03,1.710634471709173224e-02,1.297509461801536410e-02,1.205782063552706708e-02,8.194036673612573735e-03,1.889610429821913032e-02,1.839075191050123376e-02,5.162784959294152917e-03,4.735864859989292672e-03,7.771496783374540716e-03,2.010016962437953872e-02,5.698454285047798232e-03,2.076181202168354833e-02,8.340521326868792495e-03,3.847807182867199471e-02,8.072730614916511990e-03,7.985899938379064852e-03,3.221435254848005469e-03,5.865861665701901581e-03,5.808164665918353654e-03,6.579790883661595577e-03,8.992425957807706483e-03,5.610200993005597103e-03,2.840637797812913413e-03,4.803716795784643452e-03,4.686259012564444187e-03,7.047715862133223721e-03,8.759796923291445284e-03,1.880184806643084294e-02,8.268782506633473584e-03,8.661718459344913343e-03,9.162264426662507233e-03,8.325635402853380496e-03,3.155432119786185860e-03,3.658979473448832793e-03,3.050944818820192084e-03,7.374056584650651169e-03,6.825332118735535220e-03,4.970384519494889380e-03,1.057636965752618147e-02,8.531524747874111997e-03,4.609696500725863483e-03,3.119617246058131212e-03,5.533797294099612740e-03,3.594757922602222992e-03,9.973815703120506720e-03,4.703668502627586512e-03,1.240845011385908331e-02
8.708473949160407818e-03,1.817284957292941705e-02,2.081295134587793361e-02,1.133780626730478830e-02,1.027934321125870479e-02,6.413061604002410869e-03,5.000000000000000000e-01,9.777429853799497056e-03,9.514817245167514828e-03,1.076185385476716855e-02,1.916708865028408926e-02,7.909265974875371794e-03,7.868245882539245950e-03,5.090158604463369124e-03,1.335157059525689596e-02,3.068244041796606460e-03,8.004216780320420888e-03,1.904293963659760280e-02,3.306584334117871823e-03,1.135398280495758354e-02,6.413061604002410869e-03,1.480988140493982516e-02,1.259656740193416599e-02,6.177902379541567318e-03,2.063042925902773550e-02,5.240735623420970934e-03,7.244393951935941545e-03,1.543963738569242850e-02,6.263349475994875112e-03,4.586428642199508882e-03,8.262796689590014634e-03,1.099520631152984401e-02,5.487946523505469500e-03,6.273362405964304916e-03,8.012179707746465082e-03,1.813841527294726697e-02,1.774331510723902230e-02,1.126673607447118211e-02,1.265451530221519891e-02,6.526876751088914186e-03,9.911394305733048707e-03,8.584551695798321030e-03,7.587927156517913600e-03,4.965170475975331718e-03,1.887794589153015887e-02,9.607519288587473491e-03,9.982388567351608427e-03,7.772995255095123401e-03,7.765389506384745913e-03,7.900226325793683474e-03,1.515903356119918319e-02,1.019994860489200142e-02,1.923359103099341744e-02,1.112421951262556989e-02
2.202161181637000281e-02,1.024677438640868299e-02,6.822560908367220067e-03,1.206479364041888533e-02,1.223696174627891126e-02,1.710634471709173224e-02,9.777429853799497056e-03,5.000000000000000000e-01,1.392758610888747417e-02,2.012735416699130281e-02,9.831368450124472469e-03,2.534826786243517954e-02,2.551986244281435889e-02,6.967453257242097603e-03,7.460420983721856303e-03,2.864433536295179269e-03,2.461723975667020475e-02,4.402383278216237539e-03,5.429659003004325829e-03,1.383728211160797569e-02,1.710634471709173224e-02,8.023159083893978763e-03,1.231249944131018736e-02,2.937669603932631726e-03,6.957680767186872131e-03,3.682158337743099592e-03,4.678592868905333615e-03,1.110887200704522258e-02,3.920142756754031559e-03,3.083563382750600414e-03,4.084206432591961332e-03,6.298300495439362878e-03,3.013258929630949472e-03,5.639101830893005103e-03,2.599171353674591470e-02,1.148304528398606805e-02,9.836018396808803022e-03,1.011749800558264106e-02,6.887316062069013221e-03,5.738814434187955622e-03,3.975213407129048367e-03,7.039719141033067874e-03,9.309068169393537595e-03,3.097851139794078647e-03,8.920138087831239876e-03,1.083585048350088446e-02,6.962083876104653221e-03,6.286664471283565092e-03,4.463109964406354949e-03,7.167996641515229223e-03,4.728818220582301640e-03,1.131222064806989419e-02,5.964635500078933374e-03,6.903750111793479152e-03
1.916063474505275838e-02,1.624380713365632459e-02,9.827230744614598446e-03,1.596747880316404244e-02,1.442313208251651963e-02,1.297509461801536410e-02,9.514817245167514828e-03,1.392758610888747417e-02,5.000000000000000000e-01,1.613275963038573665e-02,1.292345372746441477e-02,1.561184962040375324e-02,1.591274706052075993e-02,7.079808383374625383e-03,8.842542661925006237e-03,2.791132372078034170e-03,1.607104722643211414e-02,7.262248589447411681e-03,3.502138220187138180e-03,1.434078567765314019e-02,1.297509461801536410e-02,1.582306874924868309e-02,1.602629318864462818e-02,2.861219867300775817e-03,9.029458670689218328e-03,3.235969899212807945e-03,5.839572996975690711e-03,1.328629077053289538e-02,3.436553518510578401e-03,2.901905064955147794e-03,3.893689648854143683e-03,6.942135779077690701e-03,2.949769019762036714e-03,5.817515351027358755e-03,1.586721534864224403e-02,1.282368273750085150e-02,1.488989412800432663e-02,1.429874912557519209e-02,1.310332743023870546e-02,3.395324115990903426e-03,4.432168466021393569e-03,3.415804295595381221e-03,1.271200780455902443e-02,2.936323894649686163e-03,6.462679104852919569e-03,1.997097975341515647e-02,1.234189573465146322e-02,7.942701881179828685e-03,3.572344135942445535e-03,9.372643766768485457e-03,4.215523091478781681e-03,1.536769977409515632e-02,6.276945973347986332e-03,7.931261181960077428e-03
1.916557630515094979e-02,1.036375052355138424e-02,1.037499482569587822e-02,1.064916299932525470e-02,1.356620441648684339e-02,1.205782063552706708e-02,1.076185385476716855e-02,2.012735416699130281e-02,1.613275963038573665e-02,5.000000000000000000e-01,9.492394351039174644e-03,1.833132195698638361e-02,1.911621805896884102e-02,6.210017933097882782e-03,8.017259493118572555e-03,2.707962741587345741e-03,1.748823596676778169e-02,7.396088269830534100e-03,3.661265559031433477e-03,1.354821197997004012e-02,1.205782063552706881e-02,1.098064764810894808e-02,1.997394557355673325e-02,2.929209173596254451e-03,1.080629683366388788e-02,3.125751073993371723e-03,5.841941013380699994e-03,8.997058269536128278e-03,3.613671265759007406e-03,2.902785612260886262e-03,4.596260409243130285e-03,5.773699763286451597e-03,3.002337113799982346e-03,6.565477791042152039e-03,2.078021540656908167e-02,9.161236683846227594e-03,9.845624001129094083e-03,1.004038137610801726e-02,8.323993751915659961e-03,3.469400161989552936e-03,3.992038478776344795e-03,3.584206820829700588e-03,9.203036376804273055e-03,4.106147546600880105e-03,1.278456809850612302e-02,1.241564650479998547e-02,8.214533443655740175e-03,6.708321523476662787e-03,3.517659721791893852e-03,8.233980133515355140e-03,7.290679457817183032e-03,1.027740752015871700e-02,1.062813104067459810e-02,9.434318672682590751e-03
