5.000000000000000000e-01,1.944819203919506689e-02,1.912410191260967632e-02,2.138789515559064505e-02,1.804155794303185373e-02,2.295639594774460251e-02,1.974549019937950345e-02,1.807169821627994943e-02,2.196207579428308479e-02,1.866684642993798188e-02,2.050451917477670583e-02,1.816256870200014251e-02,1.987395905687277739e-02,1.833444595248139020e-02,1.827062094783196006e-02,1.828770938642757665e-02,2.158813205683594860e-02,1.685623161068360715e-02,1.653818379249493570e-02,1.913346738128238189e-02,1.949632163713723235e-02,2.080009523285865011e-02,1.906865380074974567e-02,1.857431892346793692e-02,1.829817983358300246e-02,1.852721639587109892e-02
1.944819203919506689e-02,5.000000000000000000e-01,2.432474427387060906e-02,2.318761844236840938e-02,1.963417004943810232e-02,2.184578319227610532e-02,2.156521311530733287e-02,1.850159979828810974e-02,2.132058016241316148e-02,2.133620645547787062e-02,2.280746154396470771e-02,2.019472457125291026e-02,1.998551236533198036e-02,2.016618515992914251e-02,2.015408805969338968e-02,2.018566322185620654e-02,1.846608993299275053e-02,1.666355636177951904e-02,1.644269659668158232e-02,2.103855395987759558e-02,2.022082561649898858e-02,1.960809183739057465e-02,1.991872183830694504e-02,1.994787304040874371e-02,2.114224964097961151e-02,2.161842059385826742e-02
1.912410191260967632e-02,2.432474427387060906e-02,5.000000000000000000e-01,2.188418641027863043e-02,1.964463272672960920e-02,2.113546330333295961e-02,2.145250038845291501e-02,1.881494286614879621e-02,2.050776176106307996e-02,2.196017765702031749e-02,2.186155827593457349e-02,2.040349142393992413e-02,2.038470721001087518e-02,2.095781057028668626e-02,2.087562741356136647e-02,2.091670406974258101e-02,1.837864640637312461e-02,1.738392967095828134e-02,1.678128153062681191e-02,2.156871761012939606e-02,2.106587583953438425e-02,2.005970126781096360e-02,2.061977175202450024e-02,2.018999855918412675e-02,2.155940247907108670e-02,2.108215758100481438e-02
2.138789515559064505e-02,2.318761844236840938e-02,2.188418641027863043e-02,5.000000000000000000e-01,2.112685834911851024e-02,2.639419445985220075e-02,2.191026564192949388e-02,1.870214479146037334e-02,2.374763665697898068e-02,2.046508098730507805e-02,2.382557952339053875e-02,1.896955040947036208e-02,1.993442600846312765e-02,1.911066086506411910e-02,1.905232192030073546e-02,1.914695929811987413e-02,2.115488901339791089e-02,1.662026618330412694e-02,1.645124093181381600e-02,2.004001123880927090e-02,1.951844947488498572e-02,1.835209942765269123e-02,1.880640769718592425e-02,1.871059432876815559e-02,1.993644840454771722e-02,2.066488817781641368e-02
1.804155794303185373e-02,1.963417004943810232e-02,1.964463272672960920e-02,2.112685834911851024e-02,5.000000000000000000e-01,2.194898364896278112e-02,1.879171704017391920e-02,2.117966203969412486e-02,1.817888272950952608e-02,1.886409291857779613e-02,1.881704443278102434e-02,1.796431886617689405e-02,1.839038691792028307e-02,1.874669545618593697e-02,1.871510566118390201e-02,1.884911288987475148e-02,1.686436805985110782e-02,1.843237750457499963e-02,1.783478707684602038e-02,1.935102372024879308e-02,1.928374397105965532e-02,1.787618330492208099e-02,1.845443756702377577e-02,1.830203568162620115e-02,1.877298275542130593e-02,1.837994963940504239e-02
2.295639594774460251e-02,2.184578319227610532e-02,2.113546330333295961e-02,2.639419445985220075e-02,2.194898364896278112e-02,5.000000000000000000e-01,2.157451737580982909e-02,1.899828296037340061e-02,2.404492260314944341e-02,2.001651397803201615e-02,2.294370906587138437e-02,1.830804275426766575e-02,2.039583941851327853e-02,1.915827959323768148e-02,1.900354395067770097e-02,1.918206512654324278e-02,2.211540483623336550e-02,1.691128710862315615e-02,1.651495951327377684e-02,1.986565931220936332e-02,1.986498440813756761e-02,1.846061139553215394e-02,1.893341007727939590e-02,1.806830788212839337e-02,1.901712382804820328e-02,1.921997721409770751e-02
1.974549019937950345e-02,2.156521311530733287e-02,2.145250038845291501e-02,2.191026564192949388e-02,1.879171704017391920e-02,2.157451737580982909e-02,5.000000000000000000e-01,1.792717647458683811e-02,2.526717867260647871e-02,2.495365364622515597e-02,2.462662151827189894e-02,1.985703685763621357e-02,1.970076981329611787e-02,1.926471540612951019e-02,1.924686291933919505e-02,1.926626611246273074e-02,1.947305191954343956e-02,1.611882746626000507e-02,1.589542087530042974e-02,1.911311750391828448e-02,2.015026333656670665e-02,1.946488062447087469e-02,1.899985215119985582e-02,1.911652055498011191e-02,1.955594221213600298e-02,1.900337263435363661e-02
1.807169821627994943e-02,1.850159979828810974e-02,1.881494286614879621e-02,1.870214479146037334e-02,2.117966203969412486e-02,1.899828296037340061e-02,1.792717647458683811e-02,5.000000000000000000e-01,1.738388146701733139e-02,1.776471551728252968e-02,1.743812912623242395e-02,1.851548463957145008e-02,1.879520899266804226e-02,1.916169738444258724e-02,1.918937967400818900e-02,1.916384307979252660e-02,1.737927259612827985e-02,1.977460821130489627e-02,1.927189835616622410e-02,2.021311225997128591e-02,2.027196469220524447e-02,1.748915517725411692e-02,1.874104411388805014e-02,1.877436587182977970e-02,1.905655495143480233e-02,1.854667033648244381e-02
2.196207579428308479e-02,2.132058016241316148e-02,2.050776176106307996e-02,2.374763665697898068e-02,1.817888272950952608e-02,2.404492260314944341e-02,2.526717867260647871e-02,1.738388146701733139e-02,5.000000000000000000e-01,2.305241333649264007e-02,2.689742599009815188e-02,1.782532708093977764e-02,1.925281231616017205e-02,1.757430562957695147e-02,1.749045647418217414e-02,1.751457975752714752e-02,2.242790915243798866e-02,1.605237611563654909e-02,1.587097378071516268e-02,1.784980853081223270e-02,1.837300505333172573e-02,1.785874536738197432e-02,1.817692394221394336e-02,1.755993062046343894e-02,1.823471018168838428e-02,1.833769913071883403e-02
1.866684642993798188e-02,2.133620645547787062e-02,2.196017765702031749e-02,2.046508098730507805e-02,1.886409291857779613e-02,2.001651397803201615e-02,2.495365364622515597e-02,1.776471551728252968e-02,2.305241333649264007e-02,5.000000000000000000e-01,2.353764148915329230e-02,1.954899958134766191e-02,1.930963561253923322e-02,2.027585871037989457e-02,2.022928685970745016e-02,2.025799324602522294e-02,1.791436130985903097e-02,1.684731748898928017e-02,1.624472251988305985e-02,2.036169471747586307e-02,2.032182314529086542e-02,2.012568531361310850e-02,2.000935586957721182e-02,2.022065003579621989e-02,2.102733021188821910e-02,1.976018145982149504e-02
