hsa10161,hsa10800,hsa11255,hsa1128,hsa1129,hsa1131,hsa1132,hsa1133,hsa1234,hsa1241,hsa1268,hsa134,hsa135,hsa136,hsa140,hsa146,hsa147,hsa148,hsa150,hsa151,hsa152,hsa153,hsa154,hsa155,hsa1812,hsa1813,hsa1814,hsa1815,hsa1816,hsa185,hsa1909,hsa1910,hsa222545,hsa23620,hsa2550,hsa2846,hsa2911,hsa2912,hsa2913,hsa2914,hsa2915,hsa2916,hsa2917,hsa2918,hsa3269,hsa3274,hsa3350,hsa3351,hsa3352,hsa3354,hsa3355,hsa3356,hsa3357,hsa3358,hsa3360,hsa3361,hsa3362,hsa3363,hsa338442,hsa3577,hsa4543,hsa4985,hsa4986,hsa4988,hsa5028,hsa5029,hsa5030,hsa5031,hsa5032,hsa552,hsa554,hsa56413,hsa57105,hsa5724,hsa5729,hsa5731,hsa5732,hsa5733,hsa5737,hsa5739,hsa59340,hsa6010,hsa64805,hsa6751,hsa6752,hsa6753,hsa6755,hsa6915,hsa7201,hsa8843,hsa886,hsa887,hsa9052,hsa9283,hsa9934
1.0,0.282628289766019,0.0834952191298976,0.0723507439571625,0.0735734868098495,0.0651250231418305,0.0763493782537088,0.069800074444522,0.226616975988466,0.149087608767571,0.0572382311867408,0.0818039082140734,0.0729146728660378,0.0794769584335616,0.0806902407418279,0.0620960021164102,0.0814364300654351,0.0851716837773411,0.06715938795976,0.0630705310282227,0.0684688725177537,0.0751009470459799,0.101213429684293,0.0809615435285994,0.0963639089480537,0.0884155115954717,0.0836486581373446,0.0587887439613484,0.0836758960808239,0.24956175995982102,0.12328693410755501,0.12518463933871302,0.0231882789684816,0.0865299617632129,0.0169027536152476,0.522575435265226,0.0184343103776757,0.0229181993887437,0.021773338928683,0.0204914533486746,0.015078964528542,0.0158595018068263,0.0232240415856486,0.0225351595694525,0.07447299209029,0.11227608632654902,0.0753120380999542,0.0805251802695563,0.0872630411569393,0.0871355771764798,0.0887684691329894,0.0869484748078567,0.0845093445959309,0.0757744797727704,0.0839172445662167,0.0689410454394826,0.0510498887678421,0.0823976268468877,0.19620717547812902,0.22093212554899302,0.11680999391452901,0.200516477620151,0.2111372877494,0.20474551947549202,0.24944570643738395,0.26039158025715103,0.26901183538698303,0.230807582552889,0.12558847809283302,0.0796374506793844,0.0555301567095442,0.0965821173029968,0.25576846322179003,0.253498053076115,0.0226146591339734,0.0291380031954652,0.0275494809907598,0.0552261300762489,0.0737960694929714,0.0515331604553858,0.0840458916982701,0.101588347055062,0.21561148362297602,0.19378518926482302,0.21327166370929998,0.161457603263996,0.191534801332048,0.0569551272630966,0.072488647423117,0.187373548326394,0.0978354634763544,0.0823033813259645,0.0197511863785993,0.0681531052900503,0.19913333298518102
0.282628289766019,1.0,0.063149874470439,0.0468766963124966,0.0555506573542838,0.0480711071229431,0.0657263192184228,0.0509348370223115,0.200181278152493,0.183805491969725,0.0394934955988783,0.0892932253412544,0.0727307583672162,0.094556230398429,0.0692817501957569,0.0595570921353658,0.08070161462414199,0.0938014069373714,0.0707700155335396,0.0677921859844654,0.0546303395505744,0.0831234748701186,0.102067566596709,0.0665106219260279,0.0843497409492652,0.08179611990001401,0.0900874011182138,0.0604549562279268,0.06448408735114901,0.21174808312225196,0.0934409947186013,0.0996842583792513,0.0166644341981989,0.0856442559986174,0.0167831585626072,0.251252223430956,0.0204723961197876,0.0181591184846581,0.0307399168202806,0.0163704829137303,0.016394201010872,0.0162690868730489,0.0191128968492457,0.0162323807599806,0.0585349671608797,0.0940626669985034,0.0731641743178562,0.0828704677486767,0.0667435451012759,0.0874401717771015,0.0843281582935632,0.0785327801100798,0.0685567797516174,0.0856296895366356,0.0731229353158166,0.0518182633998921,0.040255582737515,0.0661666304686918,0.19280036982079998,0.20134856537148102,0.10991350625941802,0.18694760113048398,0.19992597583313398,0.19753160069685702,0.27325819773969895,0.222802801893279,0.19817954252951503,0.22919504895746,0.114526859346862,0.0810968567149885,0.0724194670437636,0.112191677662044,0.32972096657604905,0.246381481257675,0.0327022314666408,0.0391785305029837,0.038200209003267996,0.0845257224748476,0.0983547138689437,0.0845511878342215,0.0781076893781095,0.10331752573756502,0.19075236905733303,0.187936345558311,0.189365704720816,0.151218703886016,0.16610999538610402,0.0622957195194584,0.0941631972494532,0.186914239274651,0.11213288978537699,0.07836549394990401,0.0229488456224644,0.0518218334328559,0.20350930026641298
0.0834952191298976,0.063149874470439,1.0,0.244585559861007,0.20796963743667699,0.17951816933269102,0.21270091308896602,0.186053163552168,0.0868206259974477,0.0865154881167013,0.0465964068915605,0.0851766498762106,0.068237633988159,0.0815224956750572,0.0754081943457281,0.140755907265423,0.127818743889954,0.130268438430115,0.210255018067849,0.19738799246898103,0.20899244724042798,0.17340142171168801,0.12020977392731,0.158226668629036,0.12541111234195698,0.17496861229178198,0.17709082845958102,0.18741847317801602,0.115406834531879,0.0766992366276526,0.05501834924300799,0.055483040865897004,0.01360739684137,0.0485304782722176,0.0162013190942195,0.0644935453851571,0.0147399645575918,0.0125126948090001,0.0131885438601987,0.0140470667622577,0.0132519160886912,0.0141966727868017,0.0133973935942677,0.0136964223040939,0.17437390286035198,0.120321590610083,0.186975785722846,0.162585670379416,0.15466770109182199,0.120121979629612,0.133958218029822,0.110893886764345,0.11245327015350301,0.113674422645909,0.12055462487414802,0.12894514884035,0.14149025630423998,0.125434881579826,0.0673331236685838,0.0803764159747116,0.0969440596292856,0.100031816831115,0.0967447220202575,0.0847482507775365,0.05843624616225599,0.060372957767428,0.0489490089208168,0.0523169871327945,0.0477015603219434,0.0675602040176528,0.0643088932437669,0.0564211759416785,0.0707311515307416,0.0642938349541828,0.0280608966215299,0.0420225411585885,0.0365033983897838,0.0535496159880183,0.0302479477850003,0.0364524927740088,0.319424413841747,0.078180076818504,0.0499813634927658,0.0827721971357441,0.0889648766003575,0.0933698736676115,0.0983377388803682,0.0424601253533981,0.0719393555237161,0.0612828725229416,0.094858212793249,0.103349311346673,0.0193202380925635,0.0558201608252295,0.0489569028838958
0.0723507439571625,0.0468766963124966,0.244585559861007,1.0,0.42277564248166294,0.45362665930433005,0.423691975081326,0.470677026332781,0.0635784797400967,0.0846993750131446,0.0514971433262519,0.10603086050978901,0.0846754779098065,0.08205031168926899,0.12335246688601101,0.126339881978936,0.133785872903824,0.138251171956855,0.191877579921121,0.183026348152745,0.17974388959371101,0.164075364873353,0.141806057193836,0.154600514717182,0.127828197409005,0.174467962176696,0.162774039025176,0.17454405257167202,0.11898998352548198,0.0893669340998641,0.0543443401532346,0.0593702839317724,0.0136685061803087,0.0612895356212702,0.0124466555356525,0.0553310045914243,0.0113682914460723,0.0137585845878773,0.012794351402083999,0.0161495685544815,0.0126868157952123,0.017995868520855,0.0159711845126339,0.0139872303041461,0.20344019818887601,0.139147627904231,0.213668662008649,0.199418792099525,0.17150922745579,0.18107878028116503,0.18069903915380198,0.112766499278291,0.130658348317436,0.136040026527808,0.133353158978532,0.12370556246825398,0.135820097991249,0.13498385680672803,0.0604295398072605,0.0593583213108147,0.0861065612025835,0.0873088967999197,0.0930728593923861,0.0892218034979208,0.0573596134180426,0.0585684701091795,0.054795933439737994,0.0780799035226539,0.0538482130965513,0.065064235650677,0.039254593323399,0.0574715432671772,0.0604742407582156,0.0500578245935681,0.0295406287392566,0.0287095193522514,0.0360562089945938,0.0344812707534646,0.0272953947593015,0.0339084943633281,0.161629096981261,0.0868289267872108,0.05351455425951099,0.0919779593635393,0.0864225220184493,0.083749376904711,0.10622789420808,0.0475569215797657,0.0609069030466435,0.0543059582928129,0.0920169982259298,0.100774458627144,0.0212855015648315,0.0492177400501599,0.0616839239947382
0.0735734868098495,0.0555506573542838,0.20796963743667699,0.42277564248166294,1.0,0.38552185301910497,0.5587527822132861,0.38621963883838795,0.0695703733249372,0.0917170896132112,0.0469712581422565,0.0943439521912081,0.0859051546041157,0.0841176101000075,0.10193836419535,0.11409324750823802,0.12858614554625802,0.14107383761803,0.169425511197663,0.15562060673020198,0.160842106190668,0.12227702182059899,0.13623617164059001,0.11856920818637101,0.130644820373018,0.171628560675237,0.160683456069222,0.157706832643487,0.115987938617498,0.09697793043865402,0.0637007982049185,0.0512180891158444,0.0128398179252899,0.0382522789171888,0.0158826888302764,0.0597191485321774,0.0144528626310682,0.0161946614125126,0.0131112665707869,0.0135068980703746,0.0121608622840907,0.0131725892117031,0.0153856172738368,0.0140777341943603,0.21072338296582896,0.138562057631865,0.199108916483155,0.16944823431314301,0.160651690312677,0.16093890038357503,0.181868246040782,0.11414655875629699,0.114056094180191,0.112025674486825,0.121950844810844,0.135925183928001,0.0990571864062886,0.13224753108731999,0.0503838851350118,0.0683303668857236,0.0933876193217356,0.093298136245672,0.0951052380679289,0.0932662572013588,0.0570045837723425,0.0603764641068581,0.054790027923018,0.0656774164891047,0.0438564884215119,0.0711942004418659,0.0420227717371048,0.0543377496346325,0.0544387413848188,0.0485018070167041,0.0304658881430207,0.0205400206625017,0.0314755949299169,0.0269548587371102,0.0308131989109859,0.0302577240922581,0.153460211542535,0.0829282439555492,0.0587917383213591,0.0844153168496203,0.0972148590140889,0.090433958314135,0.10764753427733198,0.0358042560214095,0.0817346654100788,0.0476946242502159,0.0932883938866332,0.0974748338260145,0.0214232286669731,0.0580012488680342,0.0728134509977761
0.0651250231418305,0.0480711071229431,0.17951816933269102,0.45362665930433005,0.38552185301910497,1.0,0.38397261112737796,0.46927265202029206,0.0671951919046086,0.0802492536426577,0.0562028366345581,0.0884131361234319,0.08735154767336599,0.0813353239668193,0.10022644128857901,0.11726885310384899,0.114137438661996,0.12380246447181098,0.13861459883833,0.126320100090586,0.13360440480569802,0.12421564147656099,0.13670722965768,0.11365636730087401,0.12272943594904902,0.15211504806255402,0.110642699641948,0.10597773365910199,0.112986683861068,0.0955056471529754,0.0471811002989559,0.0546260518979237,0.0197880047478553,0.0554973624184381,0.0119419806300064,0.0534600405684168,0.00892998678417585,0.0135736164062434,0.0116655194111454,0.0158875762130633,0.011360909564205001,0.011510793009448,0.0136890830486429,0.0154001028981093,0.185252113504702,0.122622124176041,0.15934776029908101,0.151395726198504,0.137774512039823,0.149404112694557,0.1391666743594,0.109950886831578,0.0891178944401082,0.10608458416547802,0.127834730250735,0.116348650292102,0.101648334153595,0.12146056327543302,0.0547544172662304,0.0604635279819588,0.086081235779888,0.0785059407084911,0.0900261482388507,0.0876092660779762,0.0575028754425265,0.0479973600978051,0.0394477719295629,0.0665419643461576,0.0532963489119538,0.0618498335020283,0.0396259740668518,0.0502175198177638,0.0591994517764749,0.0545274573514608,0.0382103526554998,0.0250895756939961,0.0316290165349216,0.0350745710345757,0.0333610339576698,0.0256691266585285,0.131493227274665,0.0698135134091186,0.0485966719708762,0.0912014144685683,0.0806421556169585,0.0783366158064187,0.0840496473208171,0.0435927065814719,0.0642586502026984,0.0517278906283623,0.0799944034365617,0.0782296680008847,0.0210327634357009,0.0457476613743002,0.0511456504795736
0.0763493782537088,0.0657263192184228,0.21270091308896602,0.423691975081326,0.5587527822132861,0.38397261112737796,1.0,0.40774885318865395,0.0686735107665287,0.0920373749254351,0.0514819493791758,0.0969444323687016,0.09220068808659102,0.0944076253487777,0.104148037273888,0.12150612322471199,0.12782656337608,0.137034722133058,0.171086000975857,0.162273283520122,0.166754968271947,0.139054666045798,0.13582806001951,0.12441860241699002,0.120777839554755,0.189980971222645,0.166197806313887,0.163884405426801,0.10921795580432901,0.0887856565273525,0.06320881552520599,0.0563914079209162,0.0149375609436466,0.0411608772015654,0.0152363059822471,0.0622041508426698,0.0150591301626306,0.0143641320055859,0.0138666893727214,0.013558753884287,0.0142048412667056,0.0167178542375273,0.0138272200246483,0.0138962518750521,0.207386863691437,0.137142483785121,0.197546589257338,0.174276959235456,0.157148778543232,0.15378631555100597,0.174061520171188,0.117490217663285,0.12215394020051401,0.11866494491311601,0.13144803014973,0.128355116412562,0.0984320642289962,0.13734514108176402,0.0525763277744575,0.0751895951876071,0.0921837180749019,0.0913814708240721,0.097055557950282,0.0958286161207974,0.0620042053656461,0.0659458535292257,0.0533720776547553,0.0741993437772736,0.0468107178081338,0.0719338667755255,0.0428991926660631,0.0588279599358547,0.0503783881962067,0.0541858613159504,0.0358703704450475,0.0333338529425589,0.0361872126775225,0.0355873596358466,0.027484312309052995,0.0388974155156444,0.135389123781629,0.0800237715540628,0.0486735331029365,0.0861279918396616,0.0876641858894842,0.0885944122560028,0.10300695105228201,0.0517119321883064,0.0678137610988773,0.0529217871459182,0.0867474661873888,0.0936177494429854,0.0247930958216081,0.0523018724629299,0.0654438790738978
0.069800074444522,0.0509348370223115,0.186053163552168,0.470677026332781,0.38621963883838795,0.46927265202029206,0.40774885318865395,1.0,0.0622545810005811,0.0817261959371765,0.0493883049389542,0.0909412338776934,0.0871500135331665,0.0889115619149289,0.11135957425049499,0.11173360591115301,0.118411448595932,0.12547214797256,0.14875490777134803,0.159470955129928,0.133279443595902,0.12597885724839097,0.14347427942281,0.11843875743230499,0.12792639250156002,0.15371218248224697,0.125997271416619,0.12001070182468301,0.108703990150718,0.0863697025697095,0.0551883730700919,0.0573816066965665,0.0142811020659156,0.061510838288683,0.016220952906384,0.0575610608333503,0.0143690542913433,0.014182481327953002,0.0126241078439467,0.0148976488342063,0.0103631525571979,0.0115897768249894,0.0181457586415057,0.0135163539930629,0.20086058812987198,0.132957335671746,0.16744154048206697,0.14662827348919102,0.140920422633386,0.141417560862559,0.143351526842183,0.10641784306702601,0.0922142943717667,0.11053865309877801,0.121840943542777,0.110951877449254,0.114802783426225,0.12324802653717801,0.0618944100768922,0.0652584259345389,0.0882061962697958,0.0961469202168242,0.10071206735127401,0.0963739233111567,0.056706845682619,0.051478839861759,0.0459086564535092,0.0705855877736257,0.0483946865487528,0.0627510353133526,0.0397339623486131,0.0498628919492262,0.06115203501942599,0.0531285397006643,0.0249100553781005,0.0190948810893248,0.0278840673357373,0.0234922394380933,0.0262294008019103,0.0340163121791209,0.130802030263375,0.0805507538367553,0.0419611755607945,0.0840815212050825,0.0859582603027222,0.0732847698751644,0.0827140168032826,0.0409933105342549,0.0684511379591385,0.05631371711089,0.0845253340974493,0.0881676696684763,0.0188858137056009,0.0443021992888002,0.0659091672532209
0.226616975988466,0.200181278152493,0.0868206259974477,0.0635784797400967,0.0695703733249372,0.0671951919046086,0.0686735107665287,0.0622545810005811,1.0,0.162710837329629,0.0660934799289874,0.0806621981145152,0.0707247927511269,0.0942173770100053,0.0818373329804163,0.0648897989428749,0.0684808233816816,0.0924549370951185,0.0784991912917741,0.0793205322770173,0.0871737343354583,0.0812774501991207,0.0915819356501656,0.0868411930618538,0.0786757234983642,0.0670918696497388,0.0688677992881773,0.0488153674944036,0.0810668704574256,0.259655465348463,0.11353829862274001,0.126071815154173,0.0210249635179934,0.0604366232852877,0.0128206519013174,0.195697980910538,0.0213982744134188,0.014527502779806002,0.0158337235317884,0.0186310094100736,0.0174240379761074,0.0188736365322255,0.0181619986299004,0.0171945457963001,0.0763133460715613,0.128167057383855,0.0785377405381975,0.0769581995084136,0.0769002456648274,0.0871829761292368,0.0824553797443871,0.0760431851888686,0.0614789304539606,0.0747169204124163,0.0939930738019689,0.0726233763154663,0.053365216024428,0.0812476304126766,0.164592839966987,0.285899602120298,0.125455972591774,0.19813243844944897,0.22499329217380198,0.201887953956584,0.178126412488512,0.15602003538493803,0.168574749326245,0.15404501379079902,0.106670339275836,0.0881492586200683,0.0757514728103029,0.110905595462497,0.216232293618888,0.19264163596657197,0.0576408987259274,0.0339189356404428,0.0568766810487756,0.0606346885564194,0.08255337834647299,0.0528303549345312,0.11130966729197302,0.133844854444239,0.163038547112845,0.20327722707529397,0.194795263447581,0.18306526355628,0.20942654467937902,0.0596162371300164,0.10984028065569698,0.16001756696256,0.106930609349125,0.0932335393516092,0.0254028594792822,0.0578583331779922,0.16911929873724
0.149087608767571,0.183805491969725,0.0865154881167013,0.0846993750131446,0.0917170896132112,0.0802492536426577,0.0920373749254351,0.0817261959371765,0.162710837329629,1.0,0.0493778827434641,0.11968868262772302,0.0891350406603103,0.113492789914342,0.0906909746189543,0.0803349107241281,0.0775192810402658,0.0953295191476291,0.0715469412750361,0.0716167091524374,0.0645085388453021,0.0938581013012358,0.0912807717533116,0.0991906555809348,0.0800918113099313,0.09499772562103698,0.0978895099493963,0.0752929646488915,0.0777667304150709,0.18228285906307998,0.086813927113565,0.0904672848503374,0.0142485814316432,0.0856633623582524,0.0131147677453392,0.136608600898785,0.0122391045026258,0.0129343783505922,0.0150988625179788,0.0161057065587843,0.0147343075386949,0.0176517600979821,0.0137320450396782,0.0156948019705497,0.0828509797850759,0.10497296292664801,0.0839189389196015,0.0908029761626702,0.0914207866535696,0.0715187521117184,0.0735332568086613,0.0682548723057728,0.0757702475907793,0.0699017052093667,0.0788917734434908,0.0829277176411596,0.0561380931284089,0.0742616777487258,0.10465023772599799,0.15848791581274302,0.10468202555791,0.16112457312573497,0.171882466843053,0.153263429689308,0.16986658003630098,0.150802448295109,0.125950274627435,0.15401782192593802,0.11622470706396401,0.0901714719832024,0.11454935744136699,0.327195964683283,0.138300929402311,0.11285819372407001,0.0529377871197175,0.0612301106771524,0.0738123214047726,0.0801988298977407,0.0622471760163334,0.0688936507660043,0.0839429420752104,0.0915675979447386,0.10718316241363099,0.178828887307376,0.202692218283207,0.208872416087645,0.214660274975656,0.0795441919900132,0.0954234699413518,0.10531579036470198,0.118498988484772,0.11660915714572699,0.0389784316003511,0.0525686198069721,0.11548246840286501
