D00035,D00110,D00136,D00195,D00219,D00225,D00227,D00228,D00234,D00252,D00274,D00283,D00293,D00294,D00303,D00319,D00326,D00329,D00331,D00332,D00335,D00336,D00338,D00340,D00345,D00349,D00351,D00354,D00358,D00364,D00367,D00373,D00379,D00380,D00392,D00394,D00418,D00437,D00438,D00451,D00456,D00464,D00474,D00477,D00480,D00495,D00499,D00504,D00512,D00513,D00519,D00521,D00524,D00528,D00530,D00533,D00536,D00537,D00538,D00539,D00542,D00543,D00544,D00545,D00546,D00547,D00548,D00549,D00550,D00552,D00553,D00560,D00563,D00574,D00593,D00594,D00607,D00611,D00615,D00616,D00617,D00618,D00619,D00629,D00631,D00633,D00636,D00638,D00639,D00640,D00642,D00647,D00648,D00649,D00650,D00651,D00654,D00656,D00658,D00677,D00678,D00694,D00697,D00704,D00708,D00709,D00711,D00726,D00732,D00733,D00735,D00738,D00739,D00740,D00741,D00759,D00760,D00761,D00765,D00771,D00775,D00779,D00791,D00798,D00799,D00809,D00812,D00816,D00823,D00831,D00960,D00963,D00964,D01071,D01108,D01111,D01118,D01242,D01243,D01253,D01256,D01275,D01287,D01295,D01350,D01448,D01450,D01453,D01575,D01599,D01603,D01712,D01768,D01799,D01828,D01854,D01969,D02041,D02086,D02087,D02088,D02092,D02098,D02101,D02163,D02173,D02204,D02207,D02234,D02237,D02253,D02261,D02262,D02272,D02347,D02356,D02360,D02362,D02409,D02461,D02485,D02546,D02566,D02630,D02914,D03037,D03180,D03274,D03365,D03450,D03580,D03742,D03826,D03830,D03878,D03991,D04034,D04048,D04370,D04790,D04985,D04999,D05024,D05077,D05156,D05453,D05458,D05461,D06106,D06172
1.0,0.11111099999999999,0.0625,0.107143,0.153846,0.034483,0.0,0.11111099999999999,0.076923,0.0,0.081081,0.107143,0.037037,0.0,0.0,0.03125,0.0,0.029412,0.11538499999999999,0.428571,0.11428599999999998,0.108108,0.032257999999999995,0.086957,0.06666699999999999,0.029412,0.073171,0.0,0.0,0.06060599999999999,0.076923,0.137931,0.11538499999999999,0.0,0.0,0.07142899999999999,0.15,0.03125,0.027027,0.0,0.11111099999999999,0.037037,0.090909,0.0,0.0,0.0,0.043477999999999996,0.0,0.038462,0.0,0.0,0.075,0.0,0.0,0.0,0.038462,0.0,0.07142899999999999,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333,0.0,0.0,0.076923,0.12,0.136364,0.076923,0.171429,0.075,0.166667,0.022222,0.027027,0.023256,0.028571,0.0,0.030302999999999997,0.08823500000000001,0.0,0.0,0.212121,0.0,0.0,0.125,0.0,0.046154,0.0,0.06060599999999999,0.0,0.076923,0.076923,0.076923,0.14285699999999998,0.1,0.1,0.034483,0.0,0.095238,0.17647100000000002,0.136364,0.0,0.0,0.0,0.11111099999999999,0.173913,0.07142899999999999,0.0,0.0,0.032609,0.037037,0.054545,0.068182,0.0,0.0,0.107143,0.052632000000000005,0.13333299999999998,0.055555999999999994,0.07142899999999999,0.074074,0.074074,0.0,0.12903199999999998,0.0,0.11111099999999999,0.0,0.136364,0.0,0.24,0.0,0.0,0.0,0.035713999999999996,0.103448,0.06666699999999999,0.153846,0.058824,0.009804,0.10638299999999999,0.148148,0.0,0.0,0.153846,0.0,0.083333,0.0,0.125,0.11111099999999999,0.117647,0.0,0.11111099999999999,0.0,0.054054,0.0,0.078947,0.0,0.048387,0.121951,0.11111099999999999,0.0,0.052632000000000005,0.036364,0.078947,0.025,0.09375,0.05,0.05,0.068966,0.0,0.12,0.103448,0.06451599999999999,0.088889,0.0,0.333333,0.11538499999999999,0.047619,0.1,0.05,0.045455,0.068182,0.25,0.153846,0.050847,0.166667,0.06,0.069767,0.178571,0.12903199999999998,0.06,0.153846,0.148148,0.166667,0.038462,0.190476,0.069767,0.055555999999999994,0.166667,0.125,0.0,0.082192,0.041667,0.0
0.11111099999999999,1.0,0.2,0.28571399999999997,0.294118,0.22222199999999998,0.10638299999999999,0.22222199999999998,0.21739099999999997,0.17647100000000002,0.255814,0.25,0.272727,0.16129000000000002,0.20512800000000003,0.342857,0.18918900000000002,0.195122,0.10256400000000002,0.096774,0.232558,0.22222199999999998,0.21052600000000002,0.11428599999999998,0.17948699999999998,0.324324,0.208333,0.117647,0.181818,0.28947399999999995,0.2,0.305556,0.30303,0.212121,0.103448,0.257143,0.15625,0.382353,0.3,0.166667,0.294118,0.2,0.266667,0.212121,0.194444,0.1,0.055555999999999994,0.20689699999999997,0.171429,0.17647100000000002,0.083333,0.266667,0.178571,0.125,0.18421099999999999,0.205882,0.392857,0.157895,0.16129000000000002,0.103448,0.0,0.0,0.034483,0.0,0.0,0.0,0.333333,0.20689699999999997,0.18421099999999999,0.36,0.225806,0.19148900000000002,0.3125,0.258065,0.272727,0.22222199999999998,0.075472,0.20689699999999997,0.304348,0.268293,0.318182,0.351351,0.12,0.371429,0.275,0.13333299999999998,0.14893599999999999,0.2,0.2,0.170732,0.20408199999999999,0.159091,0.093333,0.025641000000000004,0.166667,0.14285699999999998,0.10526300000000001,0.166667,0.10526300000000001,0.393939,0.27026999999999995,0.175,0.257143,0.033333,0.275862,0.13333299999999998,0.3,0.13513499999999998,0.28125,0.175,0.257143,0.322581,0.257143,0.333333,0.3125,0.159574,0.15294100000000002,0.180328,0.22,0.137931,0.12121199999999999,0.363636,0.2,0.297297,0.23809499999999997,0.257143,0.228571,0.228571,0.18421099999999999,0.195122,0.157895,0.22222199999999998,0.12820499999999999,0.181818,0.0,0.40625,0.18421099999999999,0.14285699999999998,0.21875,0.264706,0.21052600000000002,0.21568600000000002,0.294118,0.21951199999999998,0.054054,0.178571,0.28571399999999997,0.12121199999999999,0.137255,0.294118,0.170213,0.11111099999999999,0.25,0.24242399999999997,0.157895,0.20339000000000002,0.11538499999999999,0.517241,0.17647100000000002,0.29268299999999997,0.193548,0.25,0.257143,0.17910399999999999,0.17647100000000002,0.257143,0.055555999999999994,0.193548,0.183333,0.078431,0.037736,0.25640999999999997,0.166667,0.166667,0.153846,0.122449,0.272727,0.277778,0.20512800000000003,0.26,0.12,0.151515,0.264706,0.16,0.288889,0.21739099999999997,0.05714299999999999,0.12963,0.36,0.255319,0.1875,0.35483899999999996,0.288462,0.22449000000000002,0.20512800000000003,0.28947399999999995,0.116667,0.294118,0.40625,0.139535,0.078947,0.56,0.25,0.3,0.19148900000000002,0.322581,0.32,0.094118,0.054054,0.2
0.0625,0.2,1.0,0.225,0.333333,0.333333,0.14285699999999998,0.454545,0.46341499999999997,0.294118,0.526316,0.441176,0.352941,0.212121,0.342105,0.159091,0.41176499999999994,0.35897399999999996,0.20512800000000003,0.1875,0.425,0.475,0.388889,0.162162,0.351351,0.081633,0.44186000000000003,0.2,0.228571,0.394737,0.483871,0.416667,0.382353,0.294118,0.058824,0.333333,0.24242399999999997,0.085106,0.12,0.21052600000000002,0.263158,0.352941,0.2,0.333333,0.305556,0.05714299999999999,0.076923,0.21875,0.323529,0.257143,0.162162,0.48780500000000004,0.08823500000000001,0.11111099999999999,0.28947399999999995,0.323529,0.194444,0.06666699999999999,0.14285699999999998,0.058824,0.06451599999999999,0.058824,0.0625,0.058824,0.058824,0.085714,0.257143,0.147059,0.324324,0.225806,0.235294,0.578947,0.314286,0.264706,0.276596,0.372093,0.12963,0.11428599999999998,0.230769,0.333333,0.24,0.10204099999999999,0.276596,0.10638299999999999,0.41025600000000007,0.266667,0.318182,0.26087,0.17647100000000002,0.405405,0.28571399999999997,0.341463,0.228571,0.157895,0.232558,0.268293,0.17948699999999998,0.17948699999999998,0.15,0.282051,0.275,0.307692,0.297297,0.09375,0.205882,0.1875,0.30303,0.243243,0.216216,0.243902,0.454545,0.323529,0.454545,0.257143,0.277778,0.164948,0.172414,0.245902,0.140351,0.23333299999999998,0.205882,0.361111,0.487179,0.44444399999999995,0.43589700000000003,0.371429,0.424242,0.382353,0.4,0.261905,0.170732,0.090909,0.333333,0.075,0.0,0.25640999999999997,0.28947399999999995,0.2,0.264706,0.342857,0.16279100000000002,0.2,0.371429,0.42105299999999996,0.034187999999999996,0.320755,0.361111,0.108108,0.265306,0.297297,0.20408199999999999,0.1,0.225,0.40625,0.2,0.293103,0.24,0.263158,0.257143,0.425,0.205882,0.512821,0.2,0.18571400000000002,0.42222200000000004,0.263158,0.13513499999999998,0.258065,0.25,0.134615,0.053571,0.35897399999999996,0.227273,0.227273,0.28947399999999995,0.282609,0.393939,0.470588,0.159091,0.313725,0.276596,0.05,0.382353,0.55,0.127273,0.39534899999999995,0.05128200000000001,0.326531,0.225806,0.235294,0.19403,0.277778,0.245614,0.28,0.243902,0.514286,0.29090900000000003,0.371429,0.25640999999999997,0.232558,0.07142899999999999,0.228571,0.306122,0.43589700000000003,0.153846,0.323529,0.15625,0.19753099999999998,0.075,0.17647100000000002
0.107143,0.28571399999999997,0.225,1.0,0.216216,0.18421099999999999,0.12766,0.25,0.21276599999999998,0.171429,0.25,0.243243,0.194444,0.193548,0.14285699999999998,0.170732,0.153846,0.190476,0.12820499999999999,0.12903199999999998,0.2,0.21739099999999997,0.146341,0.14285699999999998,0.20512800000000003,0.190476,0.229167,0.147059,0.212121,0.21951199999999998,0.228571,0.297297,0.22222199999999998,0.138889,0.1,0.216216,0.266667,0.170732,0.177778,0.194444,0.25,0.194444,0.181818,0.171429,0.157895,0.13333299999999998,0.083333,0.090909,0.13513499999999998,0.24242399999999997,0.11111099999999999,0.208333,0.0625,0.193548,0.15,0.166667,0.081081,0.18421099999999999,0.15625,0.1,0.0,0.03125,0.068966,0.03125,0.03125,0.029412,0.171429,0.241379,0.17948699999999998,0.166667,0.181818,0.16326500000000002,0.30303,0.212121,0.1875,0.19148900000000002,0.137255,0.2,0.12963,0.204545,0.156863,0.159091,0.16326500000000002,0.166667,0.23809499999999997,0.166667,0.170213,0.22222199999999998,0.193548,0.166667,0.276596,0.130435,0.09210499999999999,0.108108,0.11111099999999999,0.088889,0.131579,0.194444,0.131579,0.342857,0.263158,0.2,0.25,0.06666699999999999,0.151515,0.12903199999999998,0.290323,0.194444,0.2,0.170732,0.216216,0.35483899999999996,0.216216,0.171429,0.162162,0.134021,0.137931,0.237288,0.21568600000000002,0.214286,0.1875,0.352941,0.195652,0.28947399999999995,0.204545,0.216216,0.18918900000000002,0.18918900000000002,0.15,0.25,0.125,0.216216,0.097561,0.17647100000000002,0.028571,0.243243,0.15,0.117647,0.17647100000000002,0.18918900000000002,0.236842,0.28571399999999997,0.323529,0.186047,0.072727,0.155172,0.352941,0.225806,0.134615,0.216216,0.14285699999999998,0.205882,0.17948699999999998,0.2,0.18421099999999999,0.2,0.156863,0.28571399999999997,0.205882,0.2,0.1875,0.272727,0.18421099999999999,0.403509,0.173077,0.607143,0.054054,0.25,0.22033899999999998,0.076923,0.076923,0.388889,0.23809499999999997,0.23809499999999997,0.243243,0.166667,0.228571,0.27026999999999995,0.170732,0.185185,0.16326500000000002,0.147059,0.22222199999999998,0.18,0.11320799999999999,0.21276599999999998,0.085714,0.148148,0.25,0.17647100000000002,0.425926,0.535714,0.214286,0.196078,0.170732,0.315789,0.13333299999999998,0.363636,0.352941,0.16279100000000002,0.10526300000000001,0.25,0.22,0.204545,0.1875,0.2,0.172414,0.119048,0.081081,0.193548
0.153846,0.294118,0.333333,0.216216,1.0,0.18918900000000002,0.083333,0.257143,0.30232600000000004,0.17647100000000002,0.35,0.28571399999999997,0.2,0.28571399999999997,0.20512800000000003,0.119048,0.18918900000000002,0.166667,0.228571,0.172414,0.65625,0.6176470000000001,0.15,0.258065,0.352941,0.11363599999999999,0.26087,0.117647,0.258065,0.25640999999999997,0.235294,0.305556,0.72,0.538462,0.032257999999999995,0.18918900000000002,0.275862,0.146341,0.130435,0.272727,0.22222199999999998,0.166667,0.225806,0.290323,0.131579,0.03125,0.027027,0.346154,0.138889,0.17647100000000002,0.21875,0.266667,0.03125,0.090909,0.18421099999999999,0.205882,0.147059,0.157895,0.241379,0.06666699999999999,0.0,0.0,0.034483,0.0,0.0,0.0,0.17647100000000002,0.166667,0.18421099999999999,0.259259,0.266667,0.244444,0.272727,0.3,0.555556,0.341463,0.1875,0.20689699999999997,0.2,0.181818,0.137255,0.136364,0.12,0.14285699999999998,0.243902,0.172414,0.14893599999999999,0.35,0.16129000000000002,0.2,0.20408199999999999,0.275,0.15492999999999998,0.14285699999999998,0.225,0.2,0.235294,0.272727,0.235294,0.393939,0.20512800000000003,0.146341,0.18918900000000002,0.033333,0.193548,0.214286,0.3,0.235294,0.171429,0.20512800000000003,0.41935500000000003,0.413793,0.333333,0.212121,0.2,0.135417,0.088889,0.180328,0.089286,0.178571,0.15625,0.28571399999999997,0.2,0.297297,0.23809499999999997,0.18918900000000002,0.194444,0.194444,0.18421099999999999,0.225,0.12820499999999999,0.12820499999999999,0.157895,0.147059,0.09375,0.451613,0.125,0.098039,0.258065,0.194444,0.277778,0.19230799999999998,0.375,0.21951199999999998,0.054054,0.178571,0.363636,0.08823500000000001,0.09434,0.62963,0.22222199999999998,0.081081,0.153846,0.708333,0.157895,0.245614,0.11538499999999999,0.257143,0.25,0.29268299999999997,0.275862,0.341463,0.157895,0.128571,0.17647100000000002,0.257143,0.027027,0.174603,0.14516099999999998,0.195652,0.018519,0.25640999999999997,0.184615,0.184615,0.18421099999999999,0.122449,0.272727,0.277778,0.146341,0.211538,0.12,0.085714,0.228571,0.208333,0.11538499999999999,0.244444,0.027777999999999997,0.150943,0.307692,0.20408199999999999,0.1875,0.35483899999999996,0.264151,0.153846,0.175,0.4,0.116667,0.375,0.40625,0.11363599999999999,0.025,0.392857,0.153846,0.3,0.166667,0.322581,0.22222199999999998,0.107143,0.026316000000000003,0.28571399999999997
0.034483,0.22222199999999998,0.333333,0.18421099999999999,0.18918900000000002,1.0,0.209302,0.41935500000000003,0.333333,0.333333,0.317073,0.451613,0.68,0.333333,0.305556,0.175,0.375,0.48484799999999995,0.30303,0.030302999999999997,0.232558,0.341463,0.533333,0.21875,0.393939,0.166667,0.348837,0.310345,0.147059,0.361111,0.5,0.382353,0.194444,0.17647100000000002,0.032257999999999995,0.375,0.15625,0.146341,0.130435,0.235294,0.375,0.555556,0.266667,0.212121,0.38709699999999997,0.03125,0.027027,0.20689699999999997,0.366667,0.212121,0.21875,0.295455,0.06451599999999999,0.2,0.363636,0.366667,0.181818,0.047619,0.241379,0.06666699999999999,0.035713999999999996,0.032257999999999995,0.07142899999999999,0.032257999999999995,0.032257999999999995,0.030302999999999997,0.333333,0.166667,0.8,0.214286,0.1875,0.333333,0.35483899999999996,0.21875,0.166667,0.30952399999999997,0.017856999999999998,0.09375,0.25,0.3,0.26087,0.136364,0.244444,0.14285699999999998,0.342105,0.214286,0.28571399999999997,0.173913,0.2,0.371429,0.20408199999999999,0.275,0.15492999999999998,0.11111099999999999,0.28947399999999995,0.371429,0.166667,0.2,0.166667,0.243243,0.382353,0.46875,0.375,0.068966,0.23333299999999998,0.0625,0.258065,0.2,0.205882,0.236842,0.22222199999999998,0.205882,0.22222199999999998,0.212121,0.2,0.159574,0.126437,0.22033899999999998,0.051724,0.32,0.23333299999999998,0.18421099999999999,0.28571399999999997,0.371429,0.333333,0.466667,0.43333299999999997,0.482759,0.363636,0.225,0.18918900000000002,0.073171,0.333333,0.083333,0.0,0.216216,0.40625,0.333333,0.21875,0.535714,0.17948699999999998,0.19230799999999998,0.18918900000000002,0.315789,0.008621,0.245283,0.18421099999999999,0.193548,0.318182,0.18918900000000002,0.25,0.17647100000000002,0.18421099999999999,0.205882,0.333333,0.183333,0.23404299999999997,0.294118,0.17647100000000002,0.325,0.193548,0.30952399999999997,0.18918900000000002,0.144928,0.25,0.18918900000000002,0.055555999999999994,0.23333299999999998,0.245614,0.018519,0.05769199999999999,0.25640999999999997,0.203125,0.203125,0.28571399999999997,0.25,0.448276,0.352941,0.342857,0.235294,0.272727,0.055555999999999994,0.38709699999999997,0.288889,0.137255,0.244444,0.027777999999999997,0.29787199999999997,0.259259,0.092593,0.151515,0.235294,0.21818200000000001,0.22449000000000002,0.342857,0.361111,0.24074099999999998,0.18918900000000002,0.216216,0.065217,0.025,0.258065,0.333333,0.333333,0.14285699999999998,0.24242399999999997,0.269231,0.148148,0.054054,0.16129000000000002
0.0,0.10638299999999999,0.14285699999999998,0.12766,0.083333,0.209302,1.0,0.130435,0.230769,0.170732,0.21568600000000002,0.152174,0.190476,0.157895,0.25,0.170213,0.181818,0.23913,0.186047,0.05,0.150943,0.166667,0.173913,0.119048,0.173913,0.1875,0.178571,0.17948699999999998,0.20512800000000003,0.16326500000000002,0.11111099999999999,0.22222199999999998,0.085106,0.170732,0.11111099999999999,0.23809499999999997,0.097561,0.145833,0.17647100000000002,0.25,0.268293,0.16279100000000002,0.15,0.170732,0.243902,0.108108,0.17948699999999998,0.10256400000000002,0.11363599999999999,0.2,0.175,0.203704,0.138889,0.41935500000000003,0.232558,0.195122,0.119048,0.130435,0.157895,0.11111099999999999,0.0,0.0,0.027027,0.0,0.0,0.024390000000000002,0.170732,0.228571,0.232558,0.13513499999999998,0.17948699999999998,0.230769,0.190476,0.175,0.163636,0.18867899999999999,0.031745999999999996,0.10256400000000002,0.192982,0.25,0.2,0.16,0.230769,0.14285699999999998,0.134615,0.166667,0.291667,0.087719,0.22222199999999998,0.14285699999999998,0.13559300000000002,0.20408199999999999,0.139241,0.14285699999999998,0.16326500000000002,0.19148900000000002,0.11111099999999999,0.16279100000000002,0.11111099999999999,0.14893599999999999,0.25,0.145833,0.23809499999999997,0.026316000000000003,0.153846,0.076923,0.119048,0.21951199999999998,0.166667,0.22222199999999998,0.130435,0.139535,0.130435,0.170732,0.190476,0.13592200000000002,0.177778,0.19403,0.061538,0.108108,0.125,0.10416700000000001,0.148148,0.21739099999999997,0.17647100000000002,0.23809499999999997,0.214286,0.214286,0.177778,0.117647,0.23809499999999997,0.083333,0.155556,0.119048,0.0,0.10416700000000001,0.232558,0.361702,0.175,0.214286,0.10204099999999999,0.22807,0.181818,0.11538499999999999,0.05042,0.138462,0.177778,0.40625,0.22222199999999998,0.083333,0.145455,0.41176499999999994,0.177778,0.065217,0.268293,0.06756799999999999,0.245283,0.130435,0.2,0.173077,0.18421099999999999,0.211538,0.181818,0.16,0.13333299999999998,0.130435,0.15,0.188406,0.144928,0.032787000000000004,0.18867899999999999,0.14,0.197183,0.197183,0.152174,0.235294,0.16279100000000002,0.14893599999999999,0.375,0.20339000000000002,0.230769,0.045455,0.214286,0.178571,0.157895,0.185185,0.153846,0.232143,0.10526300000000001,0.06349199999999999,0.166667,0.11111099999999999,0.153846,0.214286,0.145833,0.1875,0.209677,0.155556,0.152174,0.075472,0.166667,0.09302300000000001,0.259259,0.17647100000000002,0.06666699999999999,0.065217,0.171429,0.18823499999999999,0.119048,0.18918900000000002
0.11111099999999999,0.22222199999999998,0.454545,0.25,0.257143,0.41935500000000003,0.130435,1.0,0.43589700000000003,0.37931,0.35,0.666667,0.448276,0.28571399999999997,0.236842,0.20512800000000003,0.294118,0.4,0.30303,0.13333299999999998,0.29268299999999997,0.375,0.393939,0.258065,0.352941,0.166667,0.348837,0.266667,0.147059,0.53125,0.555556,0.516129,0.30303,0.14285699999999998,0.032257999999999995,0.333333,0.275862,0.20512800000000003,0.130435,0.2,0.333333,0.448276,0.225806,0.14285699999999998,0.38709699999999997,0.03125,0.027027,0.166667,0.366667,0.17647100000000002,0.21875,0.357143,0.03125,0.125,0.25,0.366667,0.147059,0.047619,0.241379,0.06666699999999999,0.035713999999999996,0.032257999999999995,0.034483,0.032257999999999995,0.032257999999999995,0.030302999999999997,0.25,0.166667,0.451613,0.172414,0.1875,0.43589700000000003,0.5,0.21875,0.21739099999999997,0.41025600000000007,0.09615399999999999,0.12903199999999998,0.25,0.268293,0.23404299999999997,0.190476,0.244444,0.14285699999999998,0.37837800000000005,0.214286,0.255814,0.227273,0.2,0.297297,0.255319,0.214286,0.12328800000000001,0.14285699999999998,0.28947399999999995,0.297297,0.2,0.2,0.2,0.277778,0.342857,0.382353,0.333333,0.033333,0.23333299999999998,0.096774,0.344828,0.166667,0.171429,0.20512800000000003,0.294118,0.322581,0.294118,0.14285699999999998,0.13513499999999998,0.159574,0.15294100000000002,0.263158,0.10909100000000001,0.375,0.23333299999999998,0.28571399999999997,0.459459,0.5,0.48571400000000003,0.375,0.38709699999999997,0.38709699999999997,0.28571399999999997,0.324324,0.157895,0.12820499999999999,0.257143,0.11428599999999998,0.0,0.216216,0.363636,0.272727,0.21875,0.43333299999999997,0.243243,0.19230799999999998,0.294118,0.388889,0.008621,0.346939,0.28571399999999997,0.12121199999999999,0.26087,0.22222199999999998,0.195652,0.11111099999999999,0.153846,0.322581,0.294118,0.20339000000000002,0.208333,0.333333,0.17647100000000002,0.47222200000000003,0.193548,0.341463,0.157895,0.19697,0.39534899999999995,0.294118,0.027027,0.254237,0.314815,0.1,0.05769199999999999,0.324324,0.24193499999999998,0.24193499999999998,0.323529,0.25,0.5,0.483871,0.20512800000000003,0.211538,0.244444,0.055555999999999994,0.43333299999999997,0.380952,0.16,0.333333,0.027777999999999997,0.270833,0.259259,0.18,0.20634899999999998,0.3125,0.288462,0.22449000000000002,0.342857,0.441176,0.24074099999999998,0.294118,0.25,0.11363599999999999,0.05128200000000001,0.3,0.304348,0.48571400000000003,0.14285699999999998,0.366667,0.178571,0.19230799999999998,0.026316000000000003,0.16129000000000002
0.076923,0.21739099999999997,0.46341499999999997,0.21276599999999998,0.30232600000000004,0.333333,0.230769,0.43589700000000003,1.0,0.23809499999999997,0.466667,0.461538,0.317073,0.2,0.282609,0.156863,0.333333,0.386364,0.22222199999999998,0.15,0.382979,0.45652200000000004,0.288889,0.13333299999999998,0.318182,0.150943,0.428571,0.190476,0.186047,0.386364,0.42105299999999996,0.404762,0.27907,0.23809499999999997,0.047619,0.333333,0.225,0.134615,0.14285699999999998,0.28571399999999997,0.30232600000000004,0.28571399999999997,0.16279100000000002,0.268293,0.30952399999999997,0.07142899999999999,0.086957,0.175,0.232558,0.209302,0.13333299999999998,0.5,0.097561,0.14285699999999998,0.266667,0.261905,0.159091,0.076923,0.170732,0.073171,0.025,0.047619,0.076923,0.047619,0.047619,0.045455,0.23809499999999997,0.146341,0.295455,0.17948699999999998,0.21951199999999998,0.658537,0.35,0.214286,0.307692,0.395833,0.095238,0.146341,0.263158,0.361702,0.272727,0.148148,0.307692,0.132075,0.36956500000000003,0.21052600000000002,0.294118,0.245283,0.2,0.39534899999999995,0.29090900000000003,0.340426,0.160494,0.130435,0.22,0.276596,0.125,0.14893599999999999,0.125,0.288889,0.311111,0.255319,0.244444,0.048780000000000004,0.166667,0.095238,0.275,0.227273,0.232558,0.282609,0.365854,0.261905,0.365854,0.23809499999999997,0.255814,0.22222199999999998,0.22222199999999998,0.333333,0.12307699999999999,0.216216,0.225,0.266667,0.40425500000000003,0.39534899999999995,0.42222200000000004,0.365854,0.375,0.375,0.325581,0.270833,0.166667,0.098039,0.333333,0.085106,0.0,0.23913,0.357143,0.333333,0.243902,0.30952399999999997,0.16,0.254237,0.30232600000000004,0.44186000000000003,0.040323000000000005,0.322034,0.295455,0.139535,0.320755,0.21739099999999997,0.264151,0.130435,0.21276599999999998,0.29268299999999997,0.272727,0.238806,0.25,0.30232600000000004,0.209302,0.44444399999999995,0.166667,0.45652200000000004,0.21739099999999997,0.181818,0.358491,0.244444,0.11111099999999999,0.34375,0.360656,0.155172,0.06349199999999999,0.355556,0.328358,0.328358,0.23913,0.288462,0.384615,0.380952,0.229167,0.27118600000000004,0.259259,0.086957,0.375,0.48936199999999996,0.166667,0.307692,0.065217,0.37735799999999997,0.21052600000000002,0.20339000000000002,0.18918900000000002,0.255814,0.25396799999999997,0.309091,0.255319,0.418605,0.36206900000000003,0.30232600000000004,0.266667,0.173077,0.081633,0.243902,0.358491,0.42222200000000004,0.13333299999999998,0.261905,0.18421099999999999,0.22093000000000002,0.085106,0.14285699999999998
0.0,0.17647100000000002,0.294118,0.171429,0.17647100000000002,0.333333,0.170732,0.37931,0.23809499999999997,1.0,0.282051,0.366667,0.407407,0.230769,0.43333299999999997,0.131579,0.290323,0.323529,0.3,0.034483,0.25640999999999997,0.275,0.35483899999999996,0.166667,0.448276,0.125,0.255814,0.307692,0.25,0.28571399999999997,0.357143,0.38709699999999997,0.181818,0.2,0.037037,0.48148100000000005,0.178571,0.162162,0.090909,0.1875,0.290323,0.357143,0.172414,0.2,0.5,0.035713999999999996,0.0,0.347826,0.37037,0.2,0.20689699999999997,0.261905,0.035713999999999996,0.14285699999999998,0.366667,0.761905,0.20689699999999997,0.025641000000000004,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571399999999997,0.19230799999999998,0.366667,0.2,0.307692,0.23809499999999997,0.407407,0.166667,0.155556,0.342105,0.019231,0.0,0.272727,0.297297,0.2,0.15,0.23809499999999997,0.1,0.305556,0.25,0.315789,0.136364,0.230769,0.375,0.170213,0.20512800000000003,0.11428599999999998,0.2,0.28571399999999997,0.294118,0.151515,0.1875,0.151515,0.235294,0.264706,0.30303,0.25,0.0,0.22222199999999998,0.11111099999999999,0.20689699999999997,0.1875,0.193548,0.30303,0.17647100000000002,0.23333299999999998,0.14285699999999998,0.16129000000000002,0.117647,0.09375,0.09302300000000001,0.152542,0.017856999999999998,0.26087,0.22222199999999998,0.205882,0.315789,0.375,0.333333,0.428571,0.5,0.44444399999999995,0.28125,0.18421099999999999,0.17647100000000002,0.052632000000000005,0.25,0.06060599999999999,0.0,0.205882,0.413793,0.333333,0.296296,0.392857,0.2,0.183673,0.212121,0.314286,0.008929000000000001,0.24,0.205882,0.137931,0.317073,0.17647100000000002,0.243902,0.125,0.138889,0.193548,0.290323,0.24074099999999998,0.2,0.25,0.241379,0.4,0.269231,0.275,0.14285699999999998,0.119403,0.272727,0.17647100000000002,0.0,0.12903199999999998,0.264151,0.040816000000000005,0.0,0.216216,0.140625,0.140625,0.24242399999999997,0.243902,0.407407,0.272727,0.228571,0.255319,0.209302,0.0,0.44444399999999995,0.2,0.14893599999999999,0.181818,0.0,0.295455,0.2,0.078431,0.125,0.151515,0.18867899999999999,0.244444,0.38709699999999997,0.363636,0.235294,0.212121,0.24242399999999997,0.0,0.027777999999999997,0.166667,0.244444,0.41176499999999994,0.10638299999999999,0.193548,0.26087,0.09876499999999999,0.0,0.28
