hsa190,hsa2099,hsa2100,hsa2101,hsa2103,hsa2104,hsa2908,hsa3174,hsa367,hsa4306,hsa5241,hsa5465,hsa5468,hsa5914,hsa5915,hsa5916,hsa6095,hsa6096,hsa6097,hsa6256,hsa6257,hsa6258,hsa7421,hsa8856,hsa9970,hsa9971
1.0,0.575264149355665,0.61420324304012,0.701074196428544,0.6711455364217691,0.9501063980171519,0.5912143387424079,0.7584616993333709,0.6024670450877551,0.7419998990936171,0.7221995943940229,0.64100339255751,0.6670093797387471,0.621240924996942,0.6622969665510839,0.6622969665510839,0.519170759972888,0.7584616993333709,0.519170759972888,0.605473398091231,0.621240924996942,0.621240924996942,0.605473398091231,0.654369944196089,0.627174270663447,0.627174270663447
0.575264149355665,1.0,0.936602266227514,0.773244450869856,0.6711455364217691,0.605473398091231,0.667802277716662,0.7584616993333709,0.634483216669027,0.7570304612235129,0.796544547824557,0.7069898147854109,0.6368922359757779,0.621240924996942,0.6622969665510839,0.6622969665510839,0.5483425617600829,0.7584616993333709,0.519170759972888,0.605473398091231,0.621240924996942,0.621240924996942,0.605473398091231,0.654369944196089,0.627174270663447,0.6917370900103978
0.61420324304012,0.936602266227514,1.0,0.748529254848336,0.7165747517620659,0.646457327644511,0.644019864043713,0.80980126429582,0.61420324304012,0.808273147013313,0.771084611297097,0.684392314295129,0.6800028773591159,0.663292143739095,0.7071272304504581,0.7071272304504581,0.554312944451892,0.80980126429582,0.554312944451892,0.646457327644511,0.663292143739095,0.663292143739095,0.646457327644511,0.6986636353462901,0.6696271120393571,0.6696271120393571
0.701074196428544,0.773244450869856,0.748529254848336,1.0,0.817924805779246,0.7378901961839929,0.813850377687801,0.9243369797640849,0.773244450869856,0.922592730432903,0.970748532497855,0.9143160535973941,0.7761803217676909,0.7571060751284191,0.8071410570986091,0.8071410570986091,0.6327132044728809,0.9243369797640849,0.6327132044728809,0.7378901961839929,0.7571060751284191,0.7571060751284191,0.7378901961839929,0.7974803980190809,0.7643370411984179,0.8430197241772259
0.6711455364217691,0.6711455364217691,0.7165747517620659,0.817924805779246,1.0,0.7063898715158979,0.7037264326063791,0.8848772944126959,0.6711455364217691,0.883207506594241,0.8425712513565441,0.747841780559496,0.7430454024218159,0.7247854299998242,0.772684432680718,0.772684432680718,0.605702855960652,0.8848772944126959,0.605702855960652,0.7063898715158979,0.925642638270538,0.7247854299998242,0.7063898715158979,0.76343618441663,0.731707708164703,0.9344832627618199
0.9501063980171519,0.605473398091231,0.646457327644511,0.7378901961839929,0.7063898715158979,1.0,0.634866227001229,0.798291329177723,0.605473398091231,0.7967849314596941,0.76012496695237,0.674664852163156,0.670337803539641,0.8575305337358969,0.9142022818619241,0.9142022818619241,0.5464343373083099,0.798291329177723,0.5464343373083099,0.835765812161549,0.8575305337358969,0.8575305337358969,0.6372690462403361,0.688733330879302,0.6601095119160799,0.6601095119160799
0.5912143387424079,0.667802277716662,0.644019864043713,0.813850377687801,0.7037264326063791,0.634866227001229,1.0,0.779491356336172,0.667802277716662,0.7967849314596941,0.838374048934861,0.744116465546259,0.654551170213446,0.6384658996796071,0.680660290701541,0.680660290701541,0.544374009811879,0.779491356336172,0.544374009811879,0.6222611909321489,0.6384658996796071,0.6384658996796071,0.6222611909321489,0.6725134779980999,0.644563757574423,0.7280627637641801
0.7584616993333709,0.7584616993333709,0.80980126429582,0.9243369797640849,0.8848772944126959,0.798291329177723,0.779491356336172,1.0,0.7584616993333709,0.978295805504454,0.95218993263441,0.845136139532032,0.8397157516794279,0.8190801533458639,0.873210825455249,0.873210825455249,0.684504913602359,1.0,0.684504913602359,0.798291329177723,0.8190801533458639,0.8190801533458639,0.798291329177723,0.862759378319603,0.826903021226628,0.826903021226628
0.6024670450877551,0.634483216669027,0.61420324304012,0.773244450869856,0.6711455364217691,0.605473398091231,0.667802277716662,0.7584616993333709,1.0,0.7570304612235129,0.796544547824557,0.7069898147854109,0.6670093797387471,0.621240924996942,0.6622969665510839,0.6622969665510839,0.5483425617600829,0.7584616993333709,0.519170759972888,0.605473398091231,0.621240924996942,0.621240924996942,0.605473398091231,0.654369944196089,0.917231742856943,0.6917370900103978
0.7419998990936171,0.7570304612235129,0.808273147013313,0.922592730432903,0.883207506594241,0.7967849314596941,0.7967849314596941,0.978295805504454,0.7570304612235129,1.0,0.9503931240142679,0.8267931403844141,0.821490397684004,0.801302678390203,0.8542584878639521,0.8542584878639521,0.683213233983476,0.978295805504454,0.683213233983476,0.7809650589051421,0.801302678390203,0.801302678390203,0.7809650589051421,0.844033880969698,0.80895575722497,0.825342632457918
0.7221995943940229,0.796544547824557,0.771084611297097,0.970748532497855,0.8425712513565441,0.76012496695237,0.838374048934861,0.95218993263441,0.796544547824557,0.9503931240142679,1.0,0.8875709672689,0.799568885023688,0.7799198760365799,0.8314625570658709,0.8314625570658709,0.651778687570953,0.95218993263441,0.651778687570953,0.76012496695237,0.7799198760365799,0.7799198760365799,0.76012496695237,0.821510794321848,0.787368732076973,0.8684223523964879
0.64100339255751,0.7069898147854109,0.684392314295129,0.9143160535973941,0.747841780559496,0.674664852163156,0.744116465546259,0.845136139532032,0.7069898147854109,0.8267931403844141,0.8875709672689,1.0,0.732708083115153,0.714702145190706,0.761934772326352,0.7379820260228291,0.578499840172605,0.845136139532032,0.578499840172605,0.674664852163156,0.692234238766028,0.692234238766028,0.674664852163156,0.752815186584125,0.6988456271268461,0.8206623441749442
0.6670093797387471,0.6368922359757779,0.6800028773591159,0.7761803217676909,0.7430454024218159,0.670337803539641,0.654551170213446,0.8397157516794279,0.6670093797387471,0.821490397684004,0.799568885023688,0.732708083115153,1.0,0.753594165879668,0.902573720064735,0.902573720064735,0.5747895580538671,0.8397157516794279,0.5747895580538671,0.670337803539641,0.687794506652523,0.687794506652523,0.825134954431786,0.747986910875934,0.694363492035308,0.85470875330958
0.621240924996942,0.621240924996942,0.663292143739095,0.7571060751284191,0.7247854299998242,0.8575305337358969,0.6384658996796071,0.8190801533458639,0.621240924996942,0.801302678390203,0.7799198760365799,0.714702145190706,0.753594165879668,1.0,0.938009618603658,0.938009618603658,0.560664389599418,0.8190801533458639,0.560664389599418,0.9746193042485278,0.87986204459298,0.87986204459298,0.653864584317563,0.7296055033332869,0.6772998534284639,0.7420955142241429
0.6622969665510839,0.6622969665510839,0.7071272304504581,0.8071410570986091,0.772684432680718,0.9142022818619241,0.680660290701541,0.873210825455249,0.6622969665510839,0.8542584878639521,0.8314625570658709,0.761934772326352,0.902573720064735,0.938009618603658,1.0,1.0,0.59771710063489,0.873210825455249,0.59771710063489,0.9142022818619241,0.938009618603658,0.938009618603658,0.858048420826129,0.777823050918598,0.722060669736743,0.888801876716742
0.6622969665510839,0.6622969665510839,0.7071272304504581,0.8071410570986091,0.772684432680718,0.9142022818619241,0.680660290701541,0.873210825455249,0.6622969665510839,0.8542584878639521,0.8314625570658709,0.7379820260228291,0.902573720064735,0.938009618603658,1.0,1.0,0.59771710063489,0.873210825455249,0.59771710063489,0.9142022818619241,0.938009618603658,0.938009618603658,0.858048420826129,0.753370828911718,0.722060669736743,0.888801876716742
0.519170759972888,0.5483425617600829,0.554312944451892,0.6327132044728809,0.605702855960652,0.5464343373083099,0.544374009811879,0.684504913602359,0.5483425617600829,0.683213233983476,0.651778687570953,0.578499840172605,0.5747895580538671,0.560664389599418,0.59771710063489,0.59771710063489,1.0,0.684504913602359,1.0,0.5464343373083099,0.560664389599418,0.560664389599418,0.5464343373083099,0.590563033716285,0.566019181102263,0.566019181102263
0.7584616993333709,0.7584616993333709,0.80980126429582,0.9243369797640849,0.8848772944126959,0.798291329177723,0.779491356336172,1.0,0.7584616993333709,0.978295805504454,0.95218993263441,0.845136139532032,0.8397157516794279,0.8190801533458639,0.873210825455249,0.873210825455249,0.684504913602359,1.0,0.684504913602359,0.798291329177723,0.8190801533458639,0.8190801533458639,0.798291329177723,0.862759378319603,0.826903021226628,0.826903021226628
0.519170759972888,0.519170759972888,0.554312944451892,0.6327132044728809,0.605702855960652,0.5464343373083099,0.544374009811879,0.684504913602359,0.519170759972888,0.683213233983476,0.651778687570953,0.578499840172605,0.5747895580538671,0.560664389599418,0.59771710063489,0.59771710063489,1.0,0.684504913602359,1.0,0.5464343373083099,0.560664389599418,0.560664389599418,0.5464343373083099,0.590563033716285,0.566019181102263,0.566019181102263
0.605473398091231,0.605473398091231,0.646457327644511,0.7378901961839929,0.7063898715158979,0.835765812161549,0.6222611909321489,0.798291329177723,0.605473398091231,0.7809650589051421,0.76012496695237,0.674664852163156,0.670337803539641,0.9746193042485278,0.9142022818619241,0.9142022818619241,0.5464343373083099,0.798291329177723,0.5464343373083099,1.0,0.9746193042485278,0.9746193042485278,1.0,0.688733330879302,0.6601095119160799,0.6601095119160799
0.621240924996942,0.621240924996942,0.663292143739095,0.7571060751284191,0.925642638270538,0.8575305337358969,0.6384658996796071,0.8190801533458639,0.621240924996942,0.801302678390203,0.7799198760365799,0.692234238766028,0.687794506652523,0.87986204459298,0.938009618603658,0.938009618603658,0.560664389599418,0.8190801533458639,0.560664389599418,0.9746193042485278,1.0,1.0,0.653864584317563,0.706669083894602,0.6772998534284639,0.8649975527625109
0.621240924996942,0.621240924996942,0.663292143739095,0.7571060751284191,0.7247854299998242,0.8575305337358969,0.6384658996796071,0.8190801533458639,0.621240924996942,0.801302678390203,0.7799198760365799,0.692234238766028,0.687794506652523,0.87986204459298,0.938009618603658,0.938009618603658,0.560664389599418,0.8190801533458639,0.560664389599418,0.9746193042485278,1.0,1.0,0.653864584317563,0.706669083894602,0.6772998534284639,0.6772998534284639
0.605473398091231,0.605473398091231,0.646457327644511,0.7378901961839929,0.7063898715158979,0.6372690462403361,0.6222611909321489,0.798291329177723,0.605473398091231,0.7809650589051421,0.76012496695237,0.674664852163156,0.825134954431786,0.653864584317563,0.858048420826129,0.858048420826129,0.5464343373083099,0.798291329177723,0.5464343373083099,1.0,0.653864584317563,0.653864584317563,1.0,0.688733330879302,0.6601095119160799,0.812544703817606
0.654369944196089,0.654369944196089,0.6986636353462901,0.7974803980190809,0.76343618441663,0.688733330879302,0.6725134779980999,0.862759378319603,0.654369944196089,0.844033880969698,0.821510794321848,0.752815186584125,0.747986910875934,0.7296055033332869,0.777823050918598,0.753370828911718,0.590563033716285,0.862759378319603,0.590563033716285,0.688733330879302,0.706669083894602,0.706669083894602,0.688733330879302,1.0,0.9584399103689691,0.9584399103689691
0.627174270663447,0.627174270663447,0.6696271120393571,0.7643370411984179,0.731707708164703,0.6601095119160799,0.644563757574423,0.826903021226628,0.917231742856943,0.80895575722497,0.787368732076973,0.6988456271268461,0.694363492035308,0.6772998534284639,0.722060669736743,0.722060669736743,0.566019181102263,0.826903021226628,0.566019181102263,0.6601095119160799,0.6772998534284639,0.6772998534284639,0.6601095119160799,0.9584399103689691,1.0,0.9186070617880779
0.627174270663447,0.6917370900103978,0.6696271120393571,0.8430197241772259,0.9344832627618199,0.6601095119160799,0.7280627637641801,0.826903021226628,0.6917370900103978,0.825342632457918,0.8684223523964879,0.8206623441749442,0.85470875330958,0.7420955142241429,0.888801876716742,0.888801876716742,0.566019181102263,0.826903021226628,0.566019181102263,0.6601095119160799,0.8649975527625109,0.6772998534284639,0.812544703817606,0.9584399103689691,0.9186070617880779,1.0
